Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw)
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / 
Sing,USC,191016 16:40:41.959, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999, 5.000012, 3.952489,-1.771013,10.009934,-1.131106,-2.074128, 0.440959, 3.952489,-1.771013,10.009934,-1.057314,-1.909441, 0.440959, 2.698841,-2.430450,10.284289,-1.406030,-1.696832, 0.319631, 0.079167, 0.079418,14.585292,75.432804,99.856536, 0.079165, 0.088056,596292.771875,100.000000,75.432713,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001969,-10.375275,-0.027493,,,,,
Sing,USC,191016 16:40:59.159, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999, 3.999958, 3.756422,-1.719493, 9.094180,-1.272029,-2.130728, 0.354477, 3.756422,-1.719493, 9.094180,-1.200384,-1.974211, 0.354477, 2.758112,-2.345666, 9.309251,-1.545978,-1.735774, 0.247239, 0.079398, 0.079595,14.586079,75.444915,100.003620, 0.079397, 0.088185,597148.170625,100.000000,75.444862,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.002022,-10.375275,-0.025396,,,,,
Sing,USC,191016 16:41:16.157, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999, 2.999967, 3.642237,-1.701765, 8.087839,-1.252123,-2.270897, 0.338394, 3.642237,-1.701765, 8.087839,-1.181216,-2.119137, 0.338394, 2.863603,-2.308378, 8.249011,-1.546866,-1.881827, 0.257792, 0.079467, 0.079687,14.585901,75.455635,100.050348, 0.079471, 0.088225,597415.441875,100.000000,75.455594,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001949,-10.375275,-0.023942,,,,,
Sing,USC,191016 16:41:33.264, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999, 1.999970, 3.511804,-1.703499, 7.116514,-1.193486,-2.350054, 0.323636, 3.511804,-1.703499, 7.116514,-1.122506,-2.203729, 0.323636, 2.912357,-2.287438, 7.222552,-1.498515,-1.975328, 0.271505, 0.079491, 0.079643,14.584034,75.469346,100.068179, 0.079489, 0.088240,597432.315625,100.000000,75.469263,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001959,-10.375275,-0.022934,,,,,
Sing,USC,191016 16:41:50.457, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999, 0.999974, 3.406556,-1.678046, 6.169858,-1.122588,-2.455602, 0.306167, 3.406556,-1.678046, 6.169858,-1.052670,-2.313662, 0.306167, 2.955271,-2.244096, 6.222382,-1.443565,-2.095718, 0.281017, 0.079477, 0.079642,14.583884,75.483314,100.059783, 0.079475, 0.088231,597366.201250,100.000000,75.483215,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001969,-10.375275,-0.022236,,,,,
Sing,USC,191016 16:42:07.563, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999,-0.000011, 3.284656,-1.656267, 5.206091,-1.071952,-2.527811, 0.291213, 3.284656,-1.656267, 5.206091,-1.002941,-2.390950, 0.291213, 2.947148,-2.201479, 5.206090,-1.402888,-2.180468, 0.291214, 0.079448, 0.079631,14.583089,75.497760,100.049323, 0.079449, 0.088221,597223.263125,100.000000,75.497669,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001947,-10.375275,-0.021795,,,,,
Sing,USC,191016 16:42:24.659, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999,-1.000015, 3.266801,-1.617785, 4.191447,-0.996921,-2.610985, 0.282244, 3.266801,-1.617785, 4.191447,-0.929514,-2.474869, 0.282244, 3.008951,-2.160481, 4.139563,-1.340018,-2.275861, 0.305678, 0.079444, 0.079621,14.583868,75.511532,100.043223, 0.079441, 0.088214,597186.336875,100.000000,75.511477,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001967,-10.375275,-0.021668,,,,,
Sing,USC,191016 16:42:41.756, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999,-2.000012, 3.196280,-1.615668, 3.252744,-0.923214,-2.684722, 0.274753, 3.196280,-1.615668, 3.252744,-0.855894,-2.551544, 0.274753, 2.978937,-2.146151, 3.150699,-1.275590,-2.364156, 0.319464, 0.079385, 0.079574,14.582589,75.526512,100.011839, 0.079381, 0.088186,596907.153750,100.000000,75.526456,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001917,-10.375275,-0.021802,,,,,
Sing,USC,191016 16:42:58.756, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999,-3.000023, 3.223555,-1.597977, 2.234770,-0.842800,-2.813303, 0.279906, 3.223555,-1.597977, 2.234770,-0.776218,-2.678988, 0.279906, 3.010084,-2.133465, 2.080083,-1.213292,-2.503499, 0.343877, 0.079327, 0.079525,14.584454,75.540872,99.966827, 0.079322, 0.088145,596718.627500,100.000000,75.540814,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.002008,-10.375275,-0.021976,,,,,
Sing,USC,191016 16:43:15.864, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999,-4.000018, 3.209070,-1.545319, 1.237688,-0.832980,-2.875265, 0.239114, 3.209070,-1.545319, 1.237688,-0.768591,-2.741554, 0.239114, 2.971268,-2.079091, 1.032937,-1.213297,-2.566439, 0.324540, 0.079315, 0.079520,14.585562,75.555769,99.960154, 0.079314, 0.088138,596686.570000,100.000000,75.555636,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001998,-10.375275,-0.022123,,,,,
Sing,USC,191016 16:43:33.063, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999,-4.999980, 3.201728,-1.515828, 0.216937,-0.783623,-2.898841, 0.211661, 3.201728,-1.515828, 0.216937,-0.720464,-2.765436, 0.211661, 2.897776,-2.048773,-0.035756,-1.166757,-2.598316, 0.314547, 0.079344, 0.079491,14.583645,75.570069,99.985008, 0.079340, 0.088158,596723.741875,100.000000,75.570013,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001998,-10.375275,-0.022451,,,,,
Sing,USC,191016 16:43:50.059, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-9.999999,-6.000025, 3.272198,-1.467721,-0.832645,-0.705973,-2.975654, 0.204418, 3.272198,-1.467721,-0.832645,-0.644818,-2.839312, 0.204418, 2.864326,-2.013634,-1.138286,-1.100516,-2.684205, 0.321213, 0.079326, 0.079544,14.586970,75.585618,99.965090, 0.079325, 0.088139,596715.305000,100.000000,75.585560,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.002006,-10.375275,-0.022987,,,,,
