Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw)
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / 
Sing,USC,240318 12:08:17.061, 0.000000, 0.000000, 0.000000, 0.000000,-0.000118,-0.000001,-4.000032, 1.551398, 0.158949,-5.173744,-0.089341, 0.155840, 0.009482, 1.551398, 0.158949,-5.173744,-0.089341, 0.155840, 0.009482, 1.186714, 0.158949,-5.269361,-0.088462, 0.155840, 0.015691, 0.044675, 0.044395,14.600159,70.059068,74.835286, 0.044960, 0.066326,455410.731563,75.000000,71.802585,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.988131,-0.002948, 0.001756, 0.011408,-0.011296,,,,,
Sing,USC,240318 12:08:35.866, 0.000000, 0.000000, 0.000000, 0.000000,-0.000118,-0.000001,-1.999968, 1.376649, 0.157032,-4.074036,-0.118530, 0.167720, 0.009231, 1.376649, 0.157032,-4.074036,-0.118530, 0.167720, 0.009231, 1.233631, 0.157032,-4.119598,-0.118135, 0.167720, 0.013362, 0.044892, 0.044691,14.599618,69.996169,75.009175, 0.045172, 0.066484,456543.243437,75.000000,71.802585,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.987491,-0.002941, 0.001742, 0.010119,-0.009006,,,,,
Sing,USC,240318 12:08:54.469, 0.000000, 0.000000, 0.000000, 0.000000,-0.000118,-0.000001, 0.000024, 1.191540, 0.131656,-2.930079,-0.075969, 0.331134, 0.028740, 1.191540, 0.131656,-2.930079,-0.075969, 0.331134, 0.028740, 1.191542, 0.131656,-2.930078,-0.075969, 0.331134, 0.028739, 0.044937, 0.044763,14.597636,69.943598,75.057745, 0.045229, 0.066530,456859.156250,75.000000,71.802585,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.986538,-0.002912, 0.001695, 0.010567,-0.007646,,,,,
Sing,USC,240318 12:09:13.061, 0.000000, 0.000000, 0.000000, 0.000000,-0.000118,-0.000001, 2.000013, 1.123749, 0.114398,-1.841816,-0.087681, 0.501435, 0.016549, 1.123749, 0.114398,-1.841816,-0.087681, 0.501435, 0.016549, 1.187342, 0.114398,-1.801475,-0.088205, 0.501435, 0.013479, 0.044905, 0.044673,14.599603,69.886795,75.023239, 0.045198, 0.066503,456787.345938,75.000000,71.802585,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.982576,-0.003025, 0.001685, 0.010193,-0.007494,,,,,
Sing,USC,240318 12:09:31.468, 0.000000, 0.000000, 0.000000, 0.000000,-0.000118,-0.000001, 3.999964, 1.064499, 0.090405,-0.670536,-0.033587, 0.578624, 0.045645, 1.064499, 0.090405,-0.670536,-0.033587, 0.578624, 0.045645, 1.108679, 0.090405,-0.594649,-0.036689, 0.578624, 0.043191, 0.044908, 0.044709,14.603326,69.819422,75.009297, 0.045197, 0.066495,456913.248437,75.000000,71.802585,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.981365,-0.003028, 0.001667, 0.010112,-0.007823,,,,,
Sing,USC,240318 12:09:50.061, 0.000000, 0.000000, 0.000000, 0.000000,-0.000118,-0.000001, 6.000026, 1.032428, 0.086312, 0.528183,-0.016291, 0.641214, 0.038185, 1.032428, 0.086312, 0.528183,-0.016291, 0.641214, 0.038185, 0.971562, 0.086312, 0.633207,-0.020194, 0.641214, 0.036273, 0.044922, 0.044733,14.601998,69.747688,75.018714, 0.045215, 0.066508,457083.640625,75.000000,71.802585,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.981215,-0.002960, 0.001692, 0.011156,-0.007982,,,,,
Sing,USC,240318 12:10:08.681, 0.000000, 0.000000, 0.000000, 0.000000,-0.000118,-0.000001, 8.000002, 1.044498, 0.059538, 1.674907, 0.063556, 0.870484, 0.085437, 1.044498, 0.059538, 1.674907, 0.063556, 0.870484, 0.085437, 0.801231, 0.059538, 1.803972, 0.051047, 0.870484, 0.093451, 0.044845, 0.044614,14.601846,69.677423,74.948198, 0.045134, 0.066450,456737.651875,75.000000,71.802585,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.982222,-0.002956, 0.001725, 0.011465,-0.008347,,,,,
Sing,USC,240318 12:10:27.062, 0.000000, 0.000000, 0.000000, 0.000000,-0.000118,-0.000001, 9.999956, 1.143243, 0.011146, 2.831022, 0.096872, 1.004177, 0.123378, 1.143243, 0.011146, 2.831022, 0.096872, 1.004177, 0.123378, 0.634275, 0.011146, 2.986534, 0.073976, 1.004177, 0.138325, 0.044754, 0.044569,14.602743,69.611113,74.863013, 0.045039, 0.066378,456337.424375,75.000000,71.802585,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.983617,-0.002996, 0.001678, 0.009396,-0.009188,,,,,
Sing,USC,240318 12:10:45.578, 0.000000, 0.000000, 0.000000, 0.000000,-0.000118,-0.000001,12.000021, 1.310845,-0.010668, 4.035941, 0.086368, 1.131455, 0.144638, 1.310845,-0.010668, 4.035941, 0.086368, 1.131455, 0.144638, 0.443079,-0.010668, 4.220286, 0.054409, 1.131455, 0.159435, 0.044722, 0.044509,14.602738,69.549175,74.835466, 0.045012, 0.066358,456279.565937,75.000000,71.802585,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.983809,-0.002925, 0.001708, 0.008142,-0.010729,,,,,
